id,Count,shape_x,shape_y,shape_z
mp-998363,216000,60,60,60
mp-617281,3386880,72,196,240
mp-1094411,884736,96,96,96
mp-24725,1474560,96,96,160
mp-1219725,2508800,140,140,128
mp-1194690,2488320,60,192,216
mp-1192530,2150400,96,140,160
mp-849423,2032128,84,112,216
mp-1219040,1105920,80,108,128
mp-753867,1290240,96,96,140
mp-673119,2304000,120,120,160
mp-2132,327680,64,64,80
mp-557747,3010560,96,140,224
mp-2217108,470400,56,60,140
mp-560212,4233600,140,140,216
mp-1228570,32768000,320,320,320
mp-778994,1075200,80,96,140
mp-706514,2688000,140,120,160
mp-1077380,512000,80,80,80
mp-755739,2150400,84,200,128
mp-850397,1792000,140,80,160
mp-850339,1806336,84,96,224
mp-1185239,373248,72,72,72
mp-1194551,4128768,96,96,448
mp-1222495,2985984,144,144,144
mp-758386,2709504,112,112,216
mp-698449,2592000,120,120,180
mp-1183944,1000000,100,100,100
mp-768400,2332800,108,108,200
mp-865579,373248,72,72,72
mp-1207874,2097152,128,128,128
mp-1246091,2257920,168,80,168
mp-30196,903168,56,56,288
mp-728972,3600000,180,100,200
mp-20394,229376,56,64,64
mp-1074433,921600,80,96,120
mp-1025406,491520,64,64,120
mp-24038,2580480,192,96,140
mp-1192919,1244160,72,96,180
mp-10318,1209600,120,120,84
mp-21014,373248,72,72,72
mp-12039,884736,96,96,96
mp-1038112,2097152,128,128,128
mp-850932,995328,96,96,108
mp-29251,2799360,108,108,240
mp-1017497,903168,112,112,72
mp-1290739,2822400,120,168,140
mp-1202287,1806336,96,112,168
mp-5109,302400,60,60,84
mp-1184956,373248,72,72,72
mp-1205958,592704,84,84,84
mp-1185223,884736,96,96,96
mp-1096671,2985984,144,144,144
mp-676666,995328,96,96,108
mp-19739,768000,80,80,120
mp-1078790,725760,72,72,140
mp-1203934,4096000,160,160,160
mp-1043246,1152000,80,80,180
mp-1038168,2097152,128,128,128
mp-505815,3225600,120,120,224
mp-1176066,1105920,48,96,240
mp-1220730,564480,56,56,180
mp-1209727,4515840,84,160,336
mp-1224086,1105920,96,96,120
mp-1218149,230400,60,60,64
mp-1936,301056,56,56,96
mp-31184,373248,72,72,72
mp-1080382,512000,80,80,80
mp-1326240,768000,120,80,80
mp-720825,2903040,120,144,168
mp-1217732,504000,60,60,140
mp-1210837,1032192,84,96,128
mp-1199028,2370816,108,112,196
mp-2224767,725760,84,108,80
mp-1187008,373248,72,72,72
mp-683965,7077888,192,192,192
mp-1045231,677376,56,108,112
mp-1177947,1966080,96,128,160
mp-1217971,184320,48,48,80
mp-1055985,43904,28,28,56
mp-1113520,2097152,128,128,128
mp-1238816,1866240,96,108,180
mp-1104000,786432,64,64,192
mp-1212525,1814400,108,120,140
mp-776476,806400,80,84,120
mp-782647,3456000,120,160,180
mp-1223621,1024000,80,80,160
mp-1216032,806400,80,84,120
mp-1284292,967680,72,84,160
mp-1225132,589824,96,96,64
mp-1100443,512000,80,80,80
mp-1282499,829440,48,180,96
mp-1047657,921600,80,80,144
mp-2229070,940800,80,84,140
mp-1211917,1280000,100,128,100
mp-636215,2160000,100,120,180
mp-367,2097152,128,128,128
mp-603245,1728000,120,120,120
mp-1190751,1658880,96,96,180
mp-768203,884736,96,96,96
mp-1245792,2867200,80,128,280
mp-1039794,2097152,128,128,128
mp-758553,1474560,96,96,160
mp-973979,262144,64,64,64
mp-24761,2580480,128,140,144
mp-1209487,3024000,120,140,180
mp-510126,3359232,216,216,72
mp-1095247,716800,64,100,112
mp-756967,640000,80,80,100
mp-1197076,1658880,96,96,180
mp-1093849,4096000,160,160,160
mp-1406596,376320,56,56,120
mp-1187057,884736,96,96,96
mp-636654,2709504,84,84,384
mp-19338,184320,48,48,80
mp-1209847,1032192,64,64,252
mp-1095024,294912,64,64,72
mp-1020118,3136000,80,140,280
mp-698158,1843200,120,120,128
mp-2076,313600,56,56,100
mp-541025,4515840,168,168,160
mp-771337,2257920,80,168,168
mp-24658,175616,56,56,56
mp-1187490,373248,72,72,72
mp-1221844,2560000,160,160,100
mp-1186080,512000,80,80,80
mp-1187606,373248,72,72,72
mp-1112922,2097152,128,128,128
mp-12863,442368,64,64,108
mp-1365006,2488320,96,108,240
mp-1187384,512000,80,80,80
mp-752966,677376,84,84,96
mp-559362,3072000,120,160,160
mp-1186532,373248,72,72,72
mp-1191767,2457600,96,160,160
mp-1222838,614400,60,80,128
mp-756833,884736,96,96,96
mp-1042729,1259712,108,108,108
mp-1209617,829440,48,48,360
mp-1225347,896000,80,80,140
mp-1274489,1975680,84,84,280
mp-684690,1000000,100,100,100
mp-10137,338688,48,84,84
mp-645286,884736,96,96,96
mp-675618,1658880,96,108,160
mp-1206036,884736,96,96,96
mp-862492,512000,80,80,80
mp-1009206,175616,56,56,56
mp-1201140,5832000,180,180,180
mp-1077785,677376,84,84,96
mp-13164,193536,48,48,84
mp-3603,884736,96,96,96
mp-1190530,7077888,192,192,192
mp-570278,2007040,112,112,160
mp-1025301,388800,60,60,108
mp-1174885,921600,80,96,120
mp-865028,884736,96,96,96
mp-1094853,368640,48,48,160
mp-1097216,4741632,168,168,168
mp-1217816,512000,80,80,80
mp-770767,829440,80,96,108
mp-6430,884736,96,96,96
mp-27916,442368,64,64,108
mp-1224372,819200,80,80,128
mp-1213499,1843200,120,120,128
mp-19481,3024000,108,140,200
mp-625072,225792,56,56,72
mp-985296,512000,80,80,80
mp-1214960,1568000,100,112,140
mp-1202654,2150400,120,112,160
mp-1210995,2764800,96,160,180
mp-1213595,2239488,96,108,216
mp-775976,2239488,48,216,216
mp-32684,884736,96,96,96
mp-759323,2560000,100,160,160
mp-1205374,884736,96,96,96
mp-1228266,21952000,280,280,280
mp-974690,2744000,140,140,140
mp-1221954,592704,84,84,84
mp-779028,2016000,80,140,180
mp-1232134,1612800,96,120,140
mp-1212468,1881600,112,120,140
mp-652425,11239424,224,224,224
mp-1209394,2457600,160,160,96
mp-32123,2240000,100,80,280
mp-1186530,512000,80,80,80
mp-510445,1966080,96,128,160
mp-1246563,1404928,112,112,112
mp-1185138,512000,80,80,80
mp-1176736,1548288,96,168,96
mp-865815,373248,72,72,72
mp-753960,983040,80,96,128
mp-1100507,1228800,48,160,160
mp-1229104,2097152,128,128,128
mp-781976,1536000,80,120,160
mp-1113627,884736,96,96,96
mp-755749,691200,80,80,108
mp-16287,262144,64,64,64
mp-769512,2634240,48,140,392
mp-1080132,933120,108,108,80
mp-1190720,2073600,120,120,144
mp-1373817,1024000,80,80,160
mp-755709,884736,96,96,96
mp-30093,2293760,112,128,160
mp-1187001,592704,84,84,84
mp-530846,4741632,168,168,168
mp-1099307,979776,108,108,84
mp-1225897,3317760,192,180,96
mp-1025397,373248,72,72,72
mp-1228642,4915200,160,160,192
mp-1210989,4096000,160,160,160
mp-755265,677376,84,84,96
mp-1068398,497664,72,72,96
mp-554874,829440,108,80,96
mp-1174293,921600,48,120,160
mp-1094248,884736,96,96,96
mp-1246556,1032192,96,112,96
mp-1047503,2744000,140,140,140
mp-1185466,373248,72,72,72
mp-1185297,216000,60,60,60
mp-734071,2016000,120,120,140
mp-1221785,884736,96,96,96
mp-1174546,2048000,160,160,80
mp-1215849,3317760,96,108,320
mp-1113296,2097152,128,128,128
mp-1184781,592704,84,84,84
mp-22261,1728000,120,120,120
mp-672231,3483648,144,144,168
mp-769272,1306368,72,72,252
mp-849424,1605632,112,112,128
mp-1221763,432000,60,60,120
mp-8946,2097152,128,128,128
mp-1221367,1000000,100,100,100
mp-323,262144,64,64,64
mp-989405,1728000,120,120,120
mp-1238900,995328,108,96,96
mp-22164,967680,72,112,120
mp-1197040,4096000,160,160,160
mp-1216015,720000,60,100,120
mp-862916,373248,72,72,72
mp-2217085,663552,96,96,72
mp-762240,2211840,128,96,180
mp-1192118,995328,72,108,128
mp-1180704,2949120,192,96,160
mp-1204084,2744000,140,140,140
mp-1102865,512000,80,80,80
mp-762863,1228800,160,160,48
mp-4441,393216,64,64,96
mp-631421,373248,72,72,72
mp-1228554,501760,56,56,160
mp-752457,725760,108,84,80
mp-9720,1400000,100,100,140
mp-1200470,2985984,144,144,144
mp-760794,2457600,120,128,160
mp-861934,373248,72,72,72
mp-30698,1536000,80,120,160
mp-559020,4300800,140,160,192
mp-30368,2744000,140,140,140
mp-1096822,1204224,56,56,384
mp-2647008,165888,48,48,72
mp-1222065,1990656,96,96,216
mp-27852,2097152,128,128,128
mp-769612,2744000,140,140,140
mp-14288,2822400,168,140,120
mp-1187332,1119744,108,108,96
mp-557730,2304000,120,120,160
mp-756844,884736,96,96,96
mp-780486,746496,144,72,72
mp-781825,1580544,84,112,168
mp-1105109,1000000,100,100,100
mp-774389,1843200,72,128,200
mp-865895,262144,64,64,64
mp-1209163,3499200,108,108,300
mp-1217914,147456,48,48,64
mp-1247140,2073600,96,108,200
mp-757703,2097152,128,128,128
mp-1080771,884736,96,96,96
mp-1095773,4096000,160,160,160
mp-1195867,4354560,108,180,224
mp-19113,860160,80,96,112
mp-1184559,373248,72,72,72
mp-22159,504000,60,60,140
mp-1143147,4096000,160,160,160
mp-1183484,691200,60,60,192
mp-22030,960000,96,100,100
mp-569358,442368,48,96,96
mp-1211985,2592000,120,120,180
mp-1185253,884736,96,96,96
mp-3128,460800,60,60,128
mp-1175766,1290240,96,96,140
mp-850396,1474560,80,96,192
mp-707219,3136000,160,100,196
mp-20116,1728000,120,120,120
mp-23046,573440,64,64,140
mp-1222910,1814400,180,180,56
mp-1213222,1966080,128,128,120
mp-1216604,384000,80,80,60
mp-1095207,552960,60,96,96
mp-1209646,1792000,100,112,160
mp-14437,338688,56,56,108
mp-1041145,2322432,108,128,168
mp-1106228,2985984,144,144,144
mp-1094287,1568000,140,140,80
mp-866304,1440000,80,100,180
mp-1218508,691200,60,60,192
mp-1227716,1310720,128,128,80
mp-766983,2963520,84,84,420
mp-12118,414720,72,72,80
mp-18953,604800,56,100,108
mp-675638,1404928,112,112,112
mp-1029297,720000,100,100,72
mp-1073934,1474560,64,128,180
mp-1214660,1474560,96,96,160
mp-1097333,4741632,168,168,168
mp-559091,819200,80,80,128
mp-1258846,3136000,140,140,160
mp-1218560,786432,64,96,128
mp-27404,774144,72,96,112
mp-1080606,655360,64,64,160
mp-763036,995328,48,72,288
mp-1041188,2322432,108,128,168
mp-771362,884736,96,96,96
mp-1226351,3136000,140,140,160
mp-771032,1120000,100,80,140
mp-1183637,884736,96,96,96
mp-1213571,2688000,140,120,160
mp-541775,1638400,128,128,100
mp-1212982,1161216,96,84,144
mp-1190105,1152000,60,120,160
mp-1100887,58060800,216,640,420
mp-1046770,7077888,192,192,192
mp-759719,2949120,80,192,192
mp-1218852,1959552,108,108,168
mp-546279,470400,56,60,140
mp-984055,1097600,140,140,56
mp-1184596,512000,80,80,80
mp-10255,301056,48,56,112
mp-1227084,302400,60,60,84
mp-755333,200704,56,56,64
mp-1228077,1259712,108,108,108
mp-21296,1119744,108,108,96
mp-962057,512000,80,80,80
mp-561672,921600,96,96,100
mp-26840,2116800,140,140,108
mp-1183303,373248,72,72,72
mp-17739,4838400,140,160,216
mp-1102025,622080,108,72,80
mp-978091,1000000,100,100,100
mp-779020,1492992,108,108,128
mp-1239264,1259712,108,108,108
mp-22343,884736,96,96,96
mp-1094362,552960,48,48,240
mp-9793,1524096,84,84,216
mp-1219422,4741632,168,168,168
mp-1174878,921600,48,120,160
mp-560829,2764800,80,160,216
mp-759049,537600,80,84,80
mp-1186054,979776,108,108,84
mp-1224064,940800,48,140,140
mp-1211345,1966080,128,96,160
mp-770837,2621440,160,128,128
mp-1247616,1728000,120,120,120
mp-558754,5529600,192,160,180
mp-754360,512000,80,80,80
mp-1195843,3317760,216,96,160
mp-756377,884736,96,96,96
mp-1212546,2073600,96,120,180
mp-20416,967680,56,96,180
mp-1197679,5184000,180,180,160
mp-1074189,1555200,60,108,240
mp-1246694,344064,96,64,56
mp-1266326,504000,60,60,140
mp-1209944,2822400,140,140,144
mp-1214778,907200,60,60,252
mp-1221124,1720320,96,112,160
mp-780974,1244160,72,72,240
mp-753400,1032192,56,128,144
mp-1103416,622080,72,72,120
mp-758615,1612800,80,80,252
mp-769261,4096000,160,160,160
mp-1222642,884736,96,96,96
mp-866076,663552,96,96,72
mp-1225610,4096000,160,160,160
mp-1183130,216000,60,60,60
mp-775387,1327104,96,96,144
mp-627442,1728000,120,120,120
mp-979261,276480,72,48,80
mp-1260244,1259712,108,108,108
mp-1178270,1161216,72,72,224
mp-1228686,1990656,96,96,216
mp-1175094,884736,48,96,192
mp-1396333,2304000,120,120,160
mp-863746,1433600,160,160,56
mp-780200,1451520,120,84,144
mp-1210325,2540160,108,84,280
mp-1181749,1843200,160,72,160
mp-1209958,1612800,120,120,112
mp-29699,1000000,100,100,100
mp-1246323,301056,56,56,96
mp-608469,3870720,240,96,168
mp-1102507,896000,80,80,140
mp-1222908,262144,64,64,64
mp-1093911,4741632,168,168,168
mp-22427,903168,84,84,128
mp-1095596,884736,96,96,96
mp-1212904,2097152,128,128,128
mp-20372,526848,56,56,168
mp-1101709,3317760,96,96,360
mp-392,1728000,120,120,120
mp-1351530,2764800,96,96,300
mp-565428,1280000,80,80,200
mp-1210311,1119744,108,108,96
mp-562076,3024000,120,100,252
mp-1219442,344064,64,64,84
mp-1103571,1024000,80,80,160
mp-675419,2073600,120,160,108
mp-19968,1032192,96,96,112
mp-18334,1382400,80,96,180
mp-1228504,907200,60,60,252
mp-1103291,846720,84,84,120
mp-784630,373248,72,72,72
mp-1217833,1728000,120,120,120
mp-676416,512000,80,80,80
mp-774822,884736,96,96,96
mp-753097,1105920,96,96,120
mp-1223751,512000,80,80,80
mp-1147551,614400,80,80,96
mp-22542,373248,72,72,72
mp-729080,1866240,160,108,108
mp-567271,884736,96,96,96
mp-775973,752640,80,84,112
mp-1030573,1843968,56,56,588
mp-1218502,1166400,60,60,324
mp-1397660,691200,80,80,108
mp-1079689,884736,96,96,96
mp-886210,1966080,96,128,160
mp-1027795,1290240,48,48,560
mp-1103039,1290240,72,128,140
mp-1226648,884736,96,96,96
mp-25462,1024000,100,80,128
mp-3764,3440640,112,160,192
mp-1209934,2560000,160,160,100
mp-1096596,4096000,160,160,160
mp-1178463,3359232,288,108,108
mp-1221494,2744000,140,140,140
mp-23686,1433600,128,100,112
mp-865235,2097152,128,128,128
mp-1080573,716800,80,80,112
mp-1105709,4096000,160,160,160
mp-1210416,2903040,108,96,280
mp-1206962,592704,84,84,84
mp-760267,1376256,96,112,128
mp-1377379,786432,48,128,128
mp-1186420,460800,80,80,72
mp-1186792,512000,80,80,80
mp-759655,2457600,160,96,160
mp-770805,1228800,96,80,160
mp-1215817,768000,80,80,120
mp-1209087,4096000,160,160,160
mp-676275,1572864,64,64,384
mp-1354468,2580480,96,96,280
mp-1192901,1228800,80,120,128
mp-25828,1756160,112,112,140
mp-1190212,1572864,128,128,96
mp-646125,2634240,60,112,392
mp-849319,2744000,140,140,140
mp-1331854,2764800,96,96,300
mp-1180234,1728000,120,120,120
mp-1190664,1097600,140,140,56
mp-1078462,725760,72,72,140
mp-1205878,746496,108,108,64
mp-1245462,3096576,192,192,84
mp-1102008,884736,96,96,96
mp-1218596,2370816,168,168,84
mp-1079380,351232,56,56,112
mp-973969,373248,72,72,72
mp-698594,5160960,120,224,192
mp-721013,2822400,140,140,144
mp-758280,1327104,72,96,192
mp-571540,3888000,180,100,216
mp-778668,725760,72,72,140
mp-1218200,1555200,100,108,144
mp-1227531,1720320,56,160,192
mp-1094279,1646400,140,140,84
mp-7991,204800,40,40,128
mp-1213778,967680,56,96,180
mp-766234,2822400,196,80,180
mp-1219822,921600,60,80,192
mp-21490,967680,72,112,120
mp-17786,3919104,72,216,252
mp-861549,1179648,96,96,128
mp-1434308,250880,56,56,80
mp-1246325,589824,96,96,64
mp-25946,2867200,160,112,160
mp-1196735,4665600,120,180,216
mp-19189,1270080,84,108,140
mp-1180495,1728000,120,120,120
mp-1212877,4096000,160,160,160
mp-721300,2688000,96,100,280
mp-555821,829440,80,96,108
mp-1221991,884736,96,96,96
mp-757349,1451520,84,108,160
mp-1097281,4096000,160,160,160
mp-1343048,806400,60,84,160
mp-753578,1959552,108,108,168
mp-1309364,460800,48,120,80
mp-29596,1658880,96,108,160
mp-974708,512000,80,80,80
mp-1001844,110592,48,48,48
mp-760041,1966080,96,128,160
mp-755883,884736,96,96,96
mp-1220245,829440,72,72,160
mp-675300,1003520,56,112,160
mp-1215789,663552,72,72,128
mp-1075911,216000,60,60,60
mp-1223382,4741632,168,168,168
mp-1208411,4587520,128,128,280
mp-560789,3276800,128,128,200
mp-2695,460800,48,96,100
mp-1219231,884736,96,96,96
mp-1105994,1814400,60,168,180
mp-1183823,262144,64,64,64
mp-1096807,373248,72,72,72
mp-30209,777600,72,100,108
mp-568628,2239488,144,144,108
mp-758745,2150400,160,84,160
mp-1247112,1376256,84,128,128
mp-1225997,96000,40,40,60
mp-557248,1814400,180,56,180
mp-1100563,1152000,48,80,300
mp-861603,1290240,80,96,168
mp-14100,884736,96,96,96
mp-972327,373248,72,72,72
mp-1048638,864000,60,60,240
mp-1093653,4096000,160,160,160
mp-1044403,716800,80,80,112
mp-2232102,995328,96,96,108
mp-1097319,4741632,168,168,168
mp-1217041,1680000,100,100,168
mp-30910,2097152,128,128,128
mp-1111661,1404928,112,112,112
mp-1222976,1728000,120,120,120
mp-772523,2654208,96,96,288
mp-1226932,1296000,100,108,120
mp-1245144,3763200,160,168,140
mp-570205,1048576,64,128,128
mp-1222502,358400,56,64,100
mp-771878,2097152,128,128,128
mp-1100795,1032192,96,96,112
mp-1214326,2580480,112,128,180
mp-569766,3145728,128,128,192
mp-975442,512000,80,80,80
mp-1217941,580608,72,72,112
mp-415,460800,80,72,80
mp-1217593,1000000,100,100,100
mp-1037136,2097152,128,128,128
mp-849502,4147200,108,120,320
mp-16909,1572864,128,128,96
mp-1640,301056,56,56,96
mp-1193919,2177280,108,140,144
mp-2223880,960000,100,96,100
mp-2224259,307200,60,64,80
mp-1046140,2211840,80,96,288
mp-1016842,216000,60,60,60
mp-1112887,1728000,120,120,120
mp-1104597,768000,80,80,120
mp-16678,4354560,144,168,180
mp-777291,1568000,80,140,140
mp-1098280,1036800,120,120,72
mp-2969,2150400,160,112,120
mp-2220413,1492992,144,216,48
mp-1189067,884736,96,96,96
mp-1184126,512000,80,80,80
mp-755980,4032000,120,112,300
mp-1096996,1075200,80,96,140
mp-1193429,1404928,112,112,112
mp-1273532,1354752,84,84,192
mp-510347,2016000,60,140,240
mp-759835,921600,120,120,64
mp-764367,1451520,72,72,280
mp-1217310,592704,84,84,84
mp-1111972,1259712,108,108,108
mp-684829,4096000,160,160,160
mp-1079156,622080,72,72,120
mp-1204584,2949120,96,128,240
mp-1246586,401408,56,56,128
mp-978260,1105920,96,96,120
mp-25576,884736,96,96,96
mp-1222828,4741632,168,168,168
mp-1197762,9289728,192,192,252
mp-17913,1741824,96,108,168
mp-1219487,1000000,100,100,100
mp-556084,1492992,72,96,216
mp-695791,4838400,216,140,160
mp-1221074,1404928,112,112,112
mp-274,1404928,112,112,112
mp-2216235,2419200,140,80,216
mp-1223252,589824,96,96,64
mp-648394,4233600,168,140,180
mp-1077034,725760,72,72,140
mp-1044540,995328,96,96,108
mp-1078968,829440,72,72,160
mp-1220678,518400,108,100,48
mp-1246373,256000,40,40,160
mp-1216074,2744000,140,140,140
mp-3855,1411200,120,84,140
mp-18068,1382400,160,80,108
mp-7229,258048,48,48,112
mp-28518,2822400,140,140,144
mp-677212,3528000,140,140,180
mp-1246171,1881600,96,140,140
mp-1096272,2744000,140,140,140
mp-1045401,1259712,108,108,108
mp-559587,4147200,120,120,288
mp-754105,512000,80,80,80
mp-1307944,2654208,96,96,288
mp-1046524,1008000,60,60,280
mp-1186145,592704,84,84,84
mp-4878,401408,56,56,128
mp-1197207,3317760,72,192,240
mp-669377,3440640,168,160,128
mp-20290,580608,72,72,112
mp-1272927,1075200,96,112,100
mp-780140,1327104,96,96,144
mp-1190907,3612672,168,168,128
mp-20654,806400,120,120,56
mp-2230584,725760,72,72,140
mp-1214970,4320000,100,120,360
mp-1039350,884736,96,96,96
mp-775735,2540160,140,84,216
mp-1237028,1728000,80,120,180
mp-2338,508032,72,84,84
mp-1111193,2097152,128,128,128
mp-1013548,373248,72,72,72
mp-1187856,373248,72,72,72
mp-756714,1024000,80,80,160
mp-1211300,276480,48,48,120
mp-1213026,1376256,96,112,128
mp-558423,3276800,160,160,128
mp-1106048,716800,80,80,112
mp-767171,9289728,192,192,252
mp-1191419,1814400,60,168,180
mp-862699,373248,72,72,72
mp-721699,3225600,192,120,140
mp-1196512,2560000,160,160,100
mp-1223042,762048,84,108,84
mp-1209304,1105920,96,96,120
mp-607824,3686400,160,160,144
mp-1205165,3145728,128,128,192
mp-1112793,2744000,140,140,140
mp-774333,1474560,96,96,160
mp-1207558,1105920,64,108,160
mp-12700,940800,84,80,140
mp-865907,262144,64,64,64
mp-1216410,2097152,128,128,128
mp-1227545,1658880,80,144,144
mp-865259,800000,80,100,100
mp-1174160,884736,96,96,96
mp-1189241,1152000,60,60,320
mp-766450,1075200,80,96,140
mp-2218373,1327104,48,48,576
mp-1106384,1728000,120,120,120
mp-768343,1959552,108,108,168
mp-1186673,512000,80,80,80
mp-1190533,1327104,144,144,64
mp-1200103,2744000,140,140,140
mp-1276496,768000,80,96,100
mp-977382,373248,72,72,72
mp-649334,4147200,192,100,216
mp-1044722,1209600,84,120,120
mp-1175563,1228800,80,96,160
mp-1222327,1259712,108,108,108
mp-3756,672000,80,84,100
mp-779313,2016000,80,140,180
mp-1201686,2408448,112,112,192
mp-1232114,2097152,128,128,128
mp-2228147,2744000,140,140,140
mp-26135,2352000,120,140,140
mp-1095774,5832000,180,180,180
mp-1110700,1728000,120,120,120
mp-30953,2488320,96,144,180
mp-29794,1881600,140,140,96
mp-571464,4320000,120,120,300
mp-1205936,752640,112,112,60
mp-1188571,1399680,108,108,120
mp-706709,2764800,160,160,108
mp-1201537,3072000,120,128,200
mp-1182089,921600,96,96,100
mp-561525,2744000,140,140,140
mp-1219710,432000,60,60,120
mp-1183308,663552,72,96,96
mp-989407,516096,56,96,96
mp-1245791,860160,160,56,96
mp-1025521,552960,60,72,128
mp-22903,512000,80,80,80
mp-1190773,1966080,128,128,120
mp-1112068,1728000,120,120,120
mp-20118,2097152,128,128,128
mp-626287,1658880,96,96,180
mp-18267,2322432,108,128,168
mp-1215510,512000,80,80,80
mp-1110655,884736,96,96,96
mp-778531,4096000,160,160,160
mp-1018644,262144,64,64,64
mp-540813,1161216,96,108,112
mp-505526,1259712,108,108,108
mp-1188237,1451520,96,108,140
mp-1209535,2688000,120,140,160
mp-551675,512000,80,80,80
mp-1028887,1806336,56,56,576
mp-696085,2073600,120,120,144
mp-684709,8000000,200,200,200
mp-1199703,4148928,196,196,108
